mic;symbol;isin;date;open_value;high_value;low_value;last_value;change_prev_close_percentage;turnover
XZAG;CBX;HRZB00ICBEX6;25.1.2021;1793,57;1794,28;1774,91;1779,19;-0,79;6418018,58
XZAG;CBX;HRZB00ICBEX6;22.1.2021;1810,2;1810,62;1787,92;1793,35;-0,82;4950684,97
XZAG;CBX;HRZB00ICBEX6;21.1.2021;1823,17;1825,54;1806,88;1808,19;-0,78;5716194,64
XZAG;CBX;HRZB00ICBEX6;20.1.2021;1817,88;1829,88;1817,26;1822,34;0,24;3507342,06
XZAG;CBX;HRZB00ICBEX6;19.1.2021;1819,99;1822,25;1817,1;1817,97;-0,11;7458665,16
XZAG;CBX;HRZB00ICBEX6;18.1.2021;1827,63;1827,63;1816,48;1819,99;-0,42;5555309,62
XZAG;CBX;HRZB00ICBEX6;15.1.2021;1821,81;1831,05;1819,93;1827,63;0,32;5668731,66
XZAG;CBX;HRZB00ICBEX6;14.1.2021;1823,06;1825,63;1819,76;1821,81;-0,07;4150720,89
XZAG;CBX;HRZB00ICBEX6;13.1.2021;1818,92;1829,79;1818,92;1823,06;0,25;6836740,66
XZAG;CBX;HRZB00ICBEX6;12.1.2021;1809,09;1818,47;1807,35;1818,47;0,55;4107260,46
XZAG;CBX;HRZB00ICBEX6;11.1.2021;1807,01;1817,81;1802,54;1808,61;0,13;6263554,25
XZAG;CBX;HRZB00ICBEX6;8.1.2021;1785,84;1806,24;1783,67;1806,24;1,14;10522966,13
XZAG;CBX;HRZB00ICBEX6;7.1.2021;1765,6;1786,19;1765,6;1785,84;1,13;7692109,71
XZAG;CBX;HRZB00ICBEX6;5.1.2021;1745,33;1766,47;1745,33;1765,8;1,25;9278659,66
XZAG;CBX;HRZB00ICBEX6;4.1.2021;1738,84;1748,01;1734,24;1743,99;0,27;4241451,24
